timestamp,SOC,SOH,Charging_Cycles,Battery_Temp,Motor_RPM,Motor_Torque,Motor_Temp,Brake_Pad_Wear,Charging_Voltage,Tire_Pressure
2020-01-08 11:00:00,83.31407546626012,99.93296123820924,3,31.41340890448167,1437.197803352463,287.43956067049265,67.77779933765851,98.9556549623141,400,32.78137031889842
2020-01-08 12:00:00,81.03388081469595,99.9324609090166,3,28.18051661806851,2912.066343925153,582.4132687850306,83.74459305972726,98.941100007238,400,32.76916198805287
2020-01-08 13:00:00,78.45640798663165,99.93195394849486,3,31.7091014818284,1503.653309688162,300.7306619376324,72.8435097581964,98.92721320842304,400,32.75683319066079
2020-01-08 14:00:00,76.08945468495936,99.93144367787148,3,27.240753206752053,3001.8153925494885,600.3630785098977,88.09454836648348,98.91340113974442,400,32.746603865811906
2020-01-08 15:00:00,73.8388106562995,99.93095559214544,3,27.7435763538292,1596.666980702824,319.33339614056484,72.22169421210735,98.90098263937264,400,32.73589596112645
2020-01-08 16:00:00,71.26864844614721,99.93043624591658,3,33.32135470719504,1455.813411524395,291.162682304879,68.66479379819907,98.8860841548065,400,32.725284113779146
2020-01-08 17:00:00,68.70787826453359,99.9299514247928,3,26.99380137169122,3084.784344594281,616.9568689188562,87.9085243951572,98.87240272769162,400,32.71440412884043
2020-01-08 18:00:00,68.70787826453359,99.92970796831712,3,28.02988456697756,0.0,0.0,72.30683201907298,98.87240272769162,400,32.70421753345885
2020-01-08 19:00:00,68.70787826453359,99.92946979673312,3,29.089326309439667,0.0,0.0,72.95510350797727,98.87240272769162,400,32.69308063345332
2020-01-08 20:00:00,68.70787826453359,99.9292315576654,3,29.92239004704382,0.0,0.0,73.60608225188682,98.87240272769162,400,32.681968786772366
2020-01-08 21:00:00,68.70787826453359,99.92897904051732,3,33.231144777787264,0.0,0.0,70.85605149404527,98.87240272769162,400,32.67176373748908
2020-01-08 22:00:00,68.70787826453359,99.92873718913523,3,30.26700347350143,0.0,0.0,72.7076924540161,98.87240272769162,400,32.65834927138187
2020-01-08 23:00:00,68.70787826453359,99.92849047908554,3,30.736356427492883,0.0,0.0,65.55627883169018,98.87240272769162,400,32.64637374465594
2020-01-09 00:00:00,68.70787826453359,99.92824342299036,3,31.05224808096998,0.0,0.0,71.31688604475573,98.87240272769162,400,32.63145359932529
2020-01-09 01:00:00,68.70787826453359,99.92799784487904,3,30.03734997349741,0.0,0.0,71.52341297694208,98.87240272769162,400,32.61846290987762
2020-01-09 02:00:00,68.70787826453359,99.9277545126705,3,26.165281108823407,0.0,0.0,67.02115894530367,98.87240272769162,400,32.605542991943835
2020-01-09 03:00:00,68.70787826453359,99.92750594307574,3,29.33419523852924,0.0,0.0,67.52980789789224,98.87240272769162,400,32.59406045823488
2020-01-09 04:00:00,68.70787826453359,99.92726120202886,3,27.45620434679564,0.0,0.0,66.9758607507578,98.87240272769162,400,32.58248262687772
2020-01-09 05:00:00,68.70787826453359,99.92700431320448,3,27.03936593862319,0.0,0.0,71.23033057337089,98.87240272769162,400,32.56834721044375
2020-01-09 06:00:00,66.27507943193591,99.92652563111744,3,25.58763546663908,1574.3029621090045,314.8605924218009,68.70275292243375,98.85869644148984,400,32.55777588773302
2020-01-09 07:00:00,64.08102573788928,99.9260149183576,3,33.165484027177875,1407.5935788905597,281.5187157781119,70.852216684098,98.8455084866769,400,32.54748528533795
2020-01-09 08:00:00,61.55771297229512,99.9255251837233,3,30.29091568467146,2935.0042878233294,587.0008575646659,84.44022650958748,98.83124428252644,400,32.53351042380429
2020-01-09 09:00:00,58.98001064482318,99.92501001061532,3,31.11349312373863,4427.656982949851,885.5313965899703,99.03298007823868,98.8162034146176,400,32.52307157227648
2020-01-09 10:00:00,56.78675025242472,99.92449954446928,3,32.33664535122159,1388.9153245938671,277.78306491877345,73.5827328367676,98.80381695728616,400,32.508910149740785
2020-01-09 11:00:00,54.235755158395136,99.9240201859643,3,33.06327337876908,1675.3608488564769,335.07216977129536,73.44773493836281,98.79066126413883,400,32.49831071333921
2020-01-09 12:00:00,51.763310544170224,99.9235198543483,3,30.70806022897863,1521.6317650032036,304.3263530006407,70.96229629045568,98.77740769134338,400,32.48540179450746
2020-01-09 13:00:00,49.42579143500323,99.92302467125027,3,29.906858919269585,1662.374308932492,332.4748617864984,73.52798457980754,98.76392461319487,400,32.47412563566691
2020-01-09 14:00:00,46.92663525945704,99.92252069651713,3,25.421245391855688,4524.257338596832,904.8514677193664,103.68290647124915,98.7506271696442,400,32.46105158543179
2020-01-09 15:00:00,44.67861675169679,99.92202494284376,3,31.19136697889798,4547.249320514154,909.4498641028308,99.54969107511654,98.73559475357688,400,32.446170347342175
2020-01-09 16:00:00,42.41562779146371,99.92150435257736,3,31.653224150401083,1499.8326795850571,299.96653591701147,67.76022513785033,98.72089822421322,400,32.436101651610485
2020-01-09 17:00:00,40.08207737539796,99.92100544829545,3,29.279379843286865,2984.8029221832794,596.960584436656,89.01800147886694,98.70801305673272,400,32.42215580187605
2020-01-09 18:00:00,40.08207737539796,99.9207659083318,3,30.39183111161404,0.0,0.0,69.71356097905861,98.70801305673272,400,32.40837008461628
